NU_CNPB_PLANO_DA;SG_PLANO_DA;NM_SITUACAO_PLANO_DA;NM_CARACTERISTICA;NM_MODALIDADE;NM_LEGISLACAO;NU_DURATION_MESES;TE_OBSERVACAO_DURATION;CS_MOTIVO;TIPO;CS_SITUACAO;DT_AVALIACAO;DT_CADASTRO;TE_OBSERVACOES;TE_RELATORIOS;IN_PATRIMONIO_GRUPO;VL_PATRIMONIO_COBERTURA;VL_INSUFICIENC_COBERTURA;DT_TRANSMISSAO;ID_RETIFICADA;NM_ATUARIO;NU_REGISTRO_MIBA;NU_REGISTRO_MTE;NM_EMPRESA_EXTERNA;NM_PLANO_DA;SG_EFPC_DA;NU_CNPJ_EFPC_DA;NM_RAZAO_SOCIAL_EFPC_DA;NU_MATRICULA_EFPC
1997004038;FUTURO INTELIGENTE;ATIVO;Patrocinado;Contribuição Variável;LC 109;70;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2022 no sistema Venturo, divulgado na página da Previc, conforme a legislação em vigor;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;2328134114;0;17/03/2023 00:00;;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE PREVIDÊNCIA UNIBANCO - FUTURO INTELIGENTE;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
2009002865;PLANO ITAUBANCO CD;ATIVO;Patrocinado;Contribuição Definida;LC 109;41;A duração do passivo é de 3,4204 anos (41 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;9995938109;0;17/03/2023 00:00;;VALÉRIA AMADEU MONTEIRO;845;845;TOWERS WATSON CONSULTORIA LTDA;PLANO ITAUBANCO CD;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1979004056;PAC;ATIVO;Patrocinado;Benefício Definido;LC 109;126;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2022 no sistema Venturo, divulgado na página da Previc, conforme legislação em vigor.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;9262288622;0;17/03/2023 00:00;;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE APOSENTADORIA COMPLEMENTAR;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1979004056;PAC;ATIVO;Patrocinado;Benefício Definido;LC 109;126;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2022 no sistema Venturo, divulgado na página da Previc, conforme legislação em vigor.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;9262288622;0;17/03/2023 00:00;;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE APOSENTADORIA COMPLEMENTAR;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1979000956;PLANO N.º 002;ATIVO;Patrocinado;Benefício Definido;LC 109;132;A duração do passivo é de 10,9748 anos (132 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;2890015491;-27332691.92;17/03/2023 00:00;;VALÉRIA AMADEU MONTEIRO;845;845;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS 002;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1980001529;PLANO BÁSICO;ATIVO;Patrocinado;Benefício Definido;LC 109;81;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2022 no sistema Venturo, divulgado na página da Previc, conforme a legislação em vigor.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;53471745;0;17/03/2023 00:00;;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE BENEFÍCIOS DEFINIDOS UBB PREV;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1980001529;PLANO BÁSICO;ATIVO;Patrocinado;Benefício Definido;LC 109;81;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2022 no sistema Venturo, divulgado na página da Previc, conforme a legislação em vigor.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;53471745;0;17/03/2023 00:00;;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE BENEFÍCIOS DEFINIDOS UBB PREV;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1986000818;PLANO DE APOSENTADORIA BASF;ATIVO;Patrocinado;Contribuição Variável;LC 109;108;A duração do passivo é de 8.9790 anos (108 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;31/12/2022 00:00;;;1;1699497624;-84756126.93;17/03/2023 00:00;;ADRIANA GOMES RODRIGUES;992;17032514489;TOWERS WATSON CONSULTORIA LTDA;PLANO DE APOSENTADORIA BASF;BASF PC;5.69956E+13;BASF SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;134
1998002918;PLANO FUNBEP II;ATIVO;Patrocinado;Contribuição Variável;LC 109;148;A duração do passivo é de 12,3110 anos (148 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;4052120.4;0;17/03/2023 00:00;;PRISCILA DOS SANTOS ABONANTE                                          ;2270;2270;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS II;FUNBEP;7.66293E+13;FUNBEP - FUNDO DE PENSAO MULTIPATROCINADO;504
1995002356;PLANO CENIBRA;ATIVO;Patrocinado;Contribuição Variável;LC 109;108;A duração do passivo é de 8,9598 anos (108 meses), calculada com base nos resultados da avaliação atuarial de 2022 adotando a metodologia definida na Instrução Normativa Previc nº 33, de 23/10/2020, vigente a partir de 01/01/2021.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;23735406.51;0;17/03/2023 00:00;;RAPHAEL BOSCO TEIXEIRA MONTELLO;2031;2031;TOWERS WATSON CONSULTORIA LTDA;PLANO DE PREVIDÊNCIA CENIBRA;VALIA;4.22714E+13;FUNDACAO VALE DO RIO DOCE DE SEGURIDADE SOCIAL VALIA;2083
1973000156;PLANO BD;ATIVO;Patrocinado;Benefício Definido;LC 109;104;A duração do passivo é de 8,6375 anos (104 meses), calculada com base nos resultados da avaliação atuarial de 2022 adotando a metodologia definida na Instrução Normativa Previc nº 33, de 23/10/2020, vigente a partir de 01/01/2021.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;10781951568;0;17/03/2023 00:00;;RAPHAEL BOSCO TEIXEIRA MONTELLO;2031;2031;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIO DEFINIDO CVRD;VALIA;4.22714E+13;FUNDACAO VALE DO RIO DOCE DE SEGURIDADE SOCIAL VALIA;2083
1980000956;INSTITUTO AMBEV;ATIVO;Patrocinado;Benefício Definido;LC 109;124;A duração do passivo é de 10,3090 anos (124 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;1193524532;0;17/03/2023 00:00;;CARLA MARIA SEABRA ASSUNÇAO LOBIANCO ;842;842;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS DE BENEFICIO DEFINIDO;INSTITUTO AMBEV;3.04879E+13;INSTITUTO AMBEV DE PREVIDENCIA PRIVADA;151
1996004174;INSTITUTO AMBEV;ATIVO;Patrocinado;Contribuição Definida;LC 109;254;A duração do passivo é de 21,1742 anos (254 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;1060867827;-6895733.41;17/03/2023 00:00;;CARLA MARIA SEABRA ASSUNÇAO LOBIANCO ;842;842;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFICIOS DE CONTRIBUIÇÃO DEFINIDA;INSTITUTO AMBEV;3.04879E+13;INSTITUTO AMBEV DE PREVIDENCIA PRIVADA;151
1990000347;PLANO BÁSICO ITAULAM;ATIVO;Patrocinado;Benefício Definido;LC 109;169;A duração do passivo é de 14,0611 anos (169 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;38931320.83;0;17/03/2023 00:00;;TAINA MOUTINHO DE OLIVEIRA;2213;2213;TOWERS WATSON CONSULTORIA LTDA;PLANO BÁSICO ITAULAM;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
2000008283;PLANO VALIAPREV;ATIVO;Patrocinado;Contribuição Variável;LC 109;166;A duração do passivo é de 13,8288 anos (166 meses), calculada com base nos resultados da avaliação atuarial de 2022 adotando a metodologia definida na Instrução Normativa Previc nº 33, de 23/10/2020, vigente a partir de 01/01/2021.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;1094353905;0;17/03/2023 00:00;;RAPHAEL BOSCO TEIXEIRA MONTELLO;2031;2031;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS VALIAPREV;VALIA;4.22714E+13;FUNDACAO VALE DO RIO DOCE DE SEGURIDADE SOCIAL VALIA;2083
2012000274;PLANO DE BENEFÍCIOS VALE FERTILIZANTES;ATIVO;Patrocinado;Contribuição Variável;LC 109;90;A duração do passivo é de 7,5137 anos (90 meses), calculada com base nos resultados da avaliação atuarial de 2022 adotando a metodologia definida na Instrução Normativa Previc nº 33, de 23/10/2020, vigente a partir de 01/01/2021.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;64964269.44;0;17/03/2023 00:00;;RAPHAEL BOSCO TEIXEIRA MONTELLO;2031;2031;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS VALE FERTILIZANTES;VALIA;4.22714E+13;FUNDACAO VALE DO RIO DOCE DE SEGURIDADE SOCIAL VALIA;2083
2009002547;PLANO  BD  ITAUCARD;ATIVO;Patrocinado;Benefício Definido;LC 109;174;A duração do passivo é de 14,5061 anos (174 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;665274477.5;0;17/03/2023 00:00;;VALÉRIA AMADEU MONTEIRO;845;845;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFICIO DEFINIDO ITAUCARD;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
1988002729;PLANO BD;ATIVO;Patrocinado;Benefício Definido;LC 109;98;8,13 anos ou 97,56 meses;1;Completa;2;31/12/2022 00:00;31/10/2022 00:00;;;1;114183863.3;0;17/03/2023 00:00;;DINARTE FERREIRA BONETTI;;2147;todo;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DA FASERN - 001;NÉOS;3.21433E+13;NEOS PREVIDENCIA COMPLEMENTAR;4831
2016001747;PLANO A  ELENCO;ATIVO;Patrocinado;Contribuição Variável;LC 109;100;Duration calculado com base na parcela de benefício definido do plano, considerando o fluxo de benefícios e contribuições da avaliação atuarial de 31/12/2022, apurados de acordo com o previsto na legislação vigente.;1;Completa;2;31/12/2022 00:00;30/06/2022 00:00;;;1;45021598.14;-2554075.58;17/03/2023 00:00;;ALESSANDRA CRISTINA DA SILVA;1322;1322;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE BENEFÍCIOS A - ELENCO;ELANCO PREV;3.57614E+13;ELANCO PREV PREVIDENCIA COMPLEMENTAR;4889
2020002418;FAMILIA ITAIPU;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duration com estimativa de 120 meses por se tratar de Plano CD;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;;;1;12027245.51;;20/03/2023 00:00;;ROBERTO CARLOS SAMPAIO SILVA JUNIOR;2803;2803;todo;PLANO FAMILIA ITAIPU SETORIAL;FIBRA;8.05646E+13;FUNDACAO ITAIPU BR DE PREVIDENCIA E ASSISTENCIA SOCIAL;571
2021000338;PLANO CD NUCLEP;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n° 33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;;;1;767483.62;;20/03/2023 00:00;;MICHEL LERPINIERE ROSA                                                ;2653;2653;todo;PLANO CD NUCLEP;NUCLEOS;3.00227E+13;NUCLEOS INSTITUTO DE SEGURIDADE SOCIAL;1688
2021000419;PLANO CD ELETRONUCLEAR;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n° 33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;;;1;1442618.78;;20/03/2023 00:00;;MICHEL LERPINIERE ROSA                                                ;2653;2653;todo;PLANO CD ELETRONUCLEAR;NUCLEOS;3.00227E+13;NUCLEOS INSTITUTO DE SEGURIDADE SOCIAL;1688
2021001865;PLANO CD INB;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n° 33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;;;1;1017179.68;;20/03/2023 00:00;;MICHEL LERPINIERE ROSA                                                ;2653;2653;todo;PLANO CD INB;NUCLEOS;3.00227E+13;NUCLEOS INSTITUTO DE SEGURIDADE SOCIAL;1688
1990000983;TEXPREV;ATIVO;Patrocinado;Contribuição Variável;LC 109;127;A duração do passivo é de 10,6162 anos (127 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 33, de 23/10/2020, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;31/12/2022 00:00;30/09/2022 00:00;;;1;91965986.81;-1937614.79;20/03/2023 00:00;;VIVIAM MICRONI MACEDO ALVES;1982;1982;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFICIOS TEXPREV;TEXPREV;3.58137E+13;TEXPREV TEXACO SOCIEDADE PREVIDENCIARIA;2052
2014001774;PLANO CD;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n° 33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;;;1;33923478.16;;20/03/2023 00:00;;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE CONTRIBUIÇÃO DEFINIDA PREVI-ERICSSON;PREVI-ERICSSON;6.71425E+13;PREVI-ERICSSON-SOCIEDADE DE PREVIDENCIA PRIVADA;1359
2004001356;SIMEPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos,  em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;5454300.87;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO SIMEPREV;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2004002565;PLANO CULTURAPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;4024959.84;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA CULTURAPREV;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2005000411;PLANO CROPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;19312837.75;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA CROPREV;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2005000711;PLANO SINMED/RJ;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;2915964.04;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA  SINDICATO DOS MÉDICOS DO RIO  JANEIRO;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2006001256;PLANO CRAPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;4415269.49;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO CRAPREV;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2009000692;FENAJPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;370457.04;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO FENAJPREV;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2009001974;PREV-ESTAT;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;685155.11;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PREV-ESTAT;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2009002792;PLANO CRCPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;"Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.
";;1;2411048.7;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA DO CONSELHO REGIONAL DE CONTABILIDADE;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2009003047;PLANO PREVITÁLIA;ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;486059.45;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO PREVITÁLIA;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
1999003111;PLANO REPSOL;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n° 33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;36975028.21;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA REPSOL;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2000005918;PLANO CACHOEIRA DOURADA;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;12202327.95;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA CACHOEIRA DOURADA;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2002000492;ALESAT;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;23582527.32;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO ALESAT;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2008002756;PLANO PTAPREV;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no §1º do art. 8º da Instrução Previc n°33/2020.;1;Simplificada;2;31/12/2022 00:00;31/12/2022 00:00;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;;1;44201954.85;;20/03/2023 00:00;;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA DA COMPANHIA PETROQUÍMICA DE PERNAMBUCO;PETROS;3.40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
1997004674;ITAUBANK;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração preenchida com o valor padrão de 10 anos definido pela Previc, uma vez que, como o plano não possui provisões de benefício definido, este valor não é aplicável.;1;Simplificada;2;31/12/2022 00:00;30/09/2022 00:00;;;1;818894939.9;;20/03/2023 00:00;;VALÉRIA AMADEU MONTEIRO;845;845;TOWERS WATSON CONSULTORIA LTDA;PLANO DE APOSENTADORIA ITAUBANK;ITAU UNIBANCO;6.11552E+13;FUNDACAO ITAU UNIBANCO - PREVIDENCIA COMPLEMENTAR;611
