NU_CNPB_PLANO_DA;SG_PLANO_DA;NM_SITUACAO_PLANO_DA;NM_CARACTERISTICA;NM_MODALIDADE;NM_LEGISLACAO;NU_DURATION_MESES;TE_OBSERVACAO_DURATION;CS_MOTIVO;TIPO;CS_SITUACAO;DT_AVALIACAO;DT_CADASTRO;TE_OBSERVACOES;TE_RELATORIOS;IN_PATRIMONIO_GRUPO;VL_PATRIMONIO_COBERTURA;VL_INSUFICIENC_COBERTURA;DT_TRANSMISSAO;ID_RETIFICADA;NM_ATUARIO;NU_REGISTRO_MIBA;NU_REGISTRO_MTE;NM_EMPRESA_EXTERNA;NM_PLANO_DA;SG_EFPC_DA;NU_CNPJ_EFPC_DA;NM_RAZAO_SOCIAL_EFPC_DA;NU_MATRICULA_EFPC
2019002574;VIVA MAIS  (FAMÍLIA);ATIVO;Instituído;Contribuição Definida;LC 109;0;;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Avaliação de encerramento de exercício.;NULL;1;17076570.38;NULL;2024-03-21 00:00:00.0000000;NULL;NADILENE SMAHA;1437;1437;todo;PLANO SETORIAL INSTITUÍDO VIVA MAIS PREVIDÊNCIA;FUSAN;7,59924E+13;FUNDACAO SANEPAR DE PREVIDENCIA E ASSISTENCIA SOCIAL;535
2009002938;PLANO EPE;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;120;O valor de 120 meses foi estabelecido em consonância com a legislação vigente, haja vista a inexistência de benefícios a conceder ou concedidos que tenham seu valor previamente estabelecido, bem como a inexistência de benefícios concedidos que possuam características de benefício definido na fase de concessão, até o presente momento, caracterizando a inviabilidade técnica de apuração da duração do passivo.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;153435659.33;0.00;2024-03-21 00:00:00.0000000;NULL;BRUNO SARDINHA LOPES                                                  ;2198;2198;todo;PLANO DE PREVIDÊNCIA DA ELETROS - PLANO EPE;ELETROS;3,42688E+13;FUNDACAO ELETROBRAS DE SEGURIDADE SOCIAL ELETROS;326
2006001574;CD ELETROBRÁS;ATIVO;Patrocinado;Contribuição Definida;LC 108/109;128;O fluxo de benefícios utilizado para fins de apuração da Duração do Passivo (10,6502 anos) foi calculado considerando as Parcelas BPDS e Renda Vitalícia, em consonância com o Art. 48 da Resolução PREVIC nº 23, de 14 de agosto de 2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;2016628240.69;0.00;2024-03-21 00:00:00.0000000;NULL;BRUNO SARDINHA LOPES                                                  ;2198;2198;todo;PLANO DE CONTRIBUIÇÃO DEFINIDA;ELETROS;3,42688E+13;FUNDACAO ELETROBRAS DE SEGURIDADE SOCIAL ELETROS;326
2000005683;CV ONS;ATIVO;Patrocinado;Contribuição Variável;LC 109;107;O fluxo de benefícios utilizado para fins de apuração da Duração do Passivo (8,9491 anos) foi calculado considerando a Parcela Renda Vitalícia, em consonância com o Art. 48 da Resolução PREVIC nº 23, de 14 de agosto de 2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;902789169.27;0.00;2024-03-21 00:00:00.0000000;NULL;BRUNO SARDINHA LOPES                                                  ;2198;2198;todo;PLANO CV ONS;ELETROS;3,42688E+13;FUNDACAO ELETROBRAS DE SEGURIDADE SOCIAL ELETROS;326
1987000447;COMPESAPREV;ATIVO;Patrocinado;Benefício Definido;LC 108/109;174;Duration do passivo (em meses): 14,50 anos ou 174 meses Observações: Calculado com base no resultado do fluxo probabilístico de receitas e despesas previdenciárias do Plano, com data-base 31/12/2023.  ;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;1127353442.43;-10250375.75;2024-03-21 00:00:00.0000000;NULL;JOSE ROBERTO SANTOS MONTELLO;426;426;JESSE MONTELLO SERVICOS TECNICOS EM ATUARIA E ECON LTDA;PLANO BD Nº 02-A;COMPESAPREV;1,25853E+13;FUNDACAO COMPESA DE PREVIDENCIA E ASSISTENCIA;254
1979002665;PLANO I;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;102;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023. ;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;756905889.05;0.00;2024-03-21 00:00:00.0000000;NULL;DANIELA DA SILVA                                                      ;190.10547.57-7;1747;todo;PLANO DE BENEFÍCIOS I;FUSESC;8,35644E+13;FUNDACAO CODESC DE SEGURIDADE SOCIAL;552
2002000638;MULTIFUTURO I;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;180;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;-;NULL;1;1583614323.34;0.00;2024-03-21 00:00:00.0000000;NULL;DANIELA DA SILVA                                                      ;190.10547.57-7;1747;todo;PLANO DE BENEFÍCIOS MULTIFUTURO I;FUSESC;8,35644E+13;FUNDACAO CODESC DE SEGURIDADE SOCIAL;552
2002004692;MULTIFUTURO II;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;176;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;323278556.21;0.00;2024-03-21 00:00:00.0000000;NULL;DANIELA DA SILVA                                                      ;190.10547.57-7;1747;todo;PLANO DE BENEFÍCIOS MULTIFUTURO II;FUSESC;8,35644E+13;FUNDACAO CODESC DE SEGURIDADE SOCIAL;552
2018001574;METRUS FAMÍLIA (FAMÍLIA);ATIVO;Instituído;Contribuição Definida;LC 109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 52 da Resolução Previc n° 23/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;4599423.86;NULL;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO METRUS FAMÍLIA;METRUS;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;2556
2012000738;TAESAPREV;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Observações: Observada a legislação vigente, em especial a Resolução CNPC 30/2018 e a Resolução PREVIC 23/2023, haja vista a estruturação técnica do Plano, cuja modalidade é de Contribuição Definida, sem assunção de riscos ou regimes atuariais, considera-se a duration do passivo como sendo de 10 anos para fins de análise da taxa de juros parâmetro.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Avaliação Atuarial referente ao encerramento do exercício de 2023.;NULL;1;82101715.85;NULL;2024-03-21 00:00:00.0000000;NULL;RAFAEL PORTO DE ALMEIDA                                               ;1738;1738;todo;PLANO TAESA DE BENEFICIOS PREVIDENCIARIOS;FORLUZ;1,65399E+13;FUNDACAO FORLUMINAS DE SEGURIDADE SOCIAL FORLUZ;1479
2009001011;PLANO SANTA MARIA II;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Considerando que o recebimento do benefício é função de escolha do participante, conforme dispõe o Regulamento do Plano, estamos admitindo que a Duração do Passivo corresponda à apontada pela legislação.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;58917338.53;NULL;2024-03-21 00:00:00.0000000;NULL;CARLOS RENATO AZEVEDO;1375;1375;todo;PLANO DE BENEFÍCIOS SANTA MARIA II;MULTIBRA;3,04598E+13;MULTIBRA FUNDO DE PENSAO;1482
2000005918;PLANO CACHOEIRA DOURADA;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no art. 53 da Resolução PREVIC nº 23/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;NULL;1;13443299.47;NULL;2024-03-21 00:00:00.0000000;NULL;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO DE PREVIDÊNCIA CACHOEIRA DOURADA;PETROS;3,40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2002000492;ALESAT;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo equivalente a 10 anos, em conformidade com o estabelecido no art. 53 da Resolução PREVIC nº 23/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Os compromissos do plano correspondem, a qualquer tempo, a totalidade dos saldos de contas que, ao longo do tempo, formam, em conjunto com os resultados dos investimentos, o montante dos recursos que servirá de base para o pagamento dos benefícios.;NULL;1;27247218.47;NULL;2024-03-21 00:00:00.0000000;NULL;FREDERICO SCHULZ DINIZ VIEIRA;2.017;2017;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;PLANO ALESAT;PETROS;3,40539E+13;FUNDACAO PETROBRAS DE SEGURIDADE SOCIAL PETROS;655
2006005774;RJPREV;ATIVO;Instituído;Contribuição Definida;LC 109;120;Como o plano de benefícios está estruturado na modalidade de Contribuição Definida (CD) e o cálculo dos benefícios não depende da aplicação da hipótese atuarial de taxa de juros, não há necessidade de avaliação da Duration do Passivo. Mesmo assim, aplicou-se o disposto no artigo 52º da Resolução Previc nº 23, de 14/08/2023.;1;Simplificada;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;57233358.76;NULL;2024-03-21 00:00:00.0000000;NULL;RAPHAEL BOSCO TEIXEIRA MONTELLO;12945834601;2031;DATA A SOLUCOES EM SERVICOS ATUARIAIS, ECONOMICOS E PREVIDENCIARIOS LTDA;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS DO ADVOGADO DO RIO DE JANEIRO;OABPREV-RJ;1,72777E+12;FUNDO DE PENSAO MULTIPATROCINADO DA ORDEM DOS ADVOGADOS DO BRASIL-SECAO DO RIO DE JANEIRO;4474
1997002711;B;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;128;Observações: Duration calculada por meio do Sistema Venturo, estabelecida conforme art. 48º da Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Avaliação Atuarial referente ao encerramento do exercício de 2023.;NULL;1;13552170394.57;-214676642.97;2024-03-21 00:00:00.0000000;NULL;RAFAEL PORTO DE ALMEIDA                                               ;1738;1738;todo;PLANO MISTO DE BENEFÍCIOS PREVIDENCIÁRIOS - PLANO B;FORLUZ;1,65399E+13;FUNDACAO FORLUMINAS DE SEGURIDADE SOCIAL FORLUZ;1479
1993000119;PLANO I;ATIVO;Patrocinado;Benefício Definido;LC 108/109;119;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;1578410209.69;-166202225.37;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS I DA PREVIDÊNCIA SUPLEMENTAR;METRUS;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;2556
1997002892;A;ATIVO;Patrocinado;Benefício Definido;LC 108/109;101;Observações: Duration calculada por meio do Sistema Venturo, estabelecida conforme art. 48º da Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;Avaliação Atuarial referente ao encerramento do exercício de 2023.;NULL;1;7254273837.38;-2037781652.41;2024-03-21 00:00:00.0000000;NULL;RAFAEL PORTO DE ALMEIDA                                               ;1738;1738;todo;PLANO SALDADO DE BENEFÍCIOS PREVIDENCIÁRIOS (PLANO A);FORLUZ;1,65399E+13;FUNDACAO FORLUMINAS DE SEGURIDADE SOCIAL FORLUZ;1479
1998007618;PLANO II;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;174;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;1910994395.81;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS II DA PREVIDÊNCIA SUPLEMENTAR;METRUS;4,48574E+13;METRUS INSTITUTO DE SEGURIDADE SOCIAL;2556
1994003065;BD I - SISTEMA FIRJAN;ATIVO;Patrocinado;Benefício Definido;LC 109;91;A duração do passivo é de 7,5810 anos (91 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-06-30 00:00:00.0000000;;NULL;1;178832263.75;-27314418.15;2024-03-21 00:00:00.0000000;NULL;JOANA FREGUGLIA MACHADO CARNEIRO                                      ;2573;2573;TOWERS WATSON CONSULTORIA LTDA;PLANO BÁSICO DE BENEFÍCIOS I - SISTEMA FIRJAN;PREVINDUS;5,76685E+11;PREVINDUS ASSOCIACAO DE PREVIDENCIA COMPLEMENTAR;3099
1994004411;BD I - SEBRAE - RJ;ATIVO;Patrocinado;Benefício Definido;LC 109;88;A duração do passivo é de 7,3248 anos (88 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-06-30 00:00:00.0000000;;NULL;1;5158274.22;-525759.47;2024-03-21 00:00:00.0000000;NULL;JOANA FREGUGLIA MACHADO CARNEIRO                                      ;2573;2573;TOWERS WATSON CONSULTORIA LTDA;PLANO BÁSICO DE BENEFÍCIOS I - SEBRAE-RJ;PREVINDUS;5,76685E+11;PREVINDUS ASSOCIACAO DE PREVIDENCIA COMPLEMENTAR;3099
1997000318;BD II - SESC - ARRJ;ATIVO;Patrocinado;Benefício Definido;LC 109;83;A duração do passivo é de 6,9141 anos (83 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-06-30 00:00:00.0000000;;NULL;1;65222825.27;-1224143.90;2024-03-21 00:00:00.0000000;NULL;JOANA FREGUGLIA MACHADO CARNEIRO                                      ;2573;2573;TOWERS WATSON CONSULTORIA LTDA;PLANO BÁSICO DE BENEFÍCIOS II - SESC-ARRJ;PREVINDUS;5,76685E+11;PREVINDUS ASSOCIACAO DE PREVIDENCIA COMPLEMENTAR;3099
1994001811;PLANO VIKINGPREV;ATIVO;Patrocinado;Contribuição Variável;LC 109;137;Duration calculado com base na parcela de benefício definido do plano, considerando o fluxo de benefícios e contribuições da avaliação atuarial de 31/12/2023, apurados de acordo com o previsto na legislação em vigor.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-12-31 00:00:00.0000000;;NULL;1;1080460132.33;0.00;2024-03-21 00:00:00.0000000;NULL;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO DE BENEFÍCIOS PREVIDENCIÁRIOS VIKINGPREV;VIKINGPREV;1,58783E+11;VIKINGPREV SOCIEDADE DE PREVIDENCIA PRIVADA;2395
2000001718;TELEFÔNICA BD;ATIVO;Patrocinado;Benefício Definido;LC 109;140;A duração do passivo é de 11,6451 anos (140 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-07-31 00:00:00.0000000;;NULL;1;552202562.02;0.00;2024-03-21 00:00:00.0000000;NULL;ADRIANA GOMES RODRIGUES;992;992;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS TELEFÔNICA BD;VISÃO PREV;7,20522E+12;VISAO PREV SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;4248
2009000838;VISÃO MULTI;ATIVO;Patrocinado;Contribuição Definida;LC 109;83;A duração do passivo é de 6,9491 anos (83 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-07-31 00:00:00.0000000;;NULL;1;628477368.97;0.00;2024-03-21 00:00:00.0000000;NULL;ADRIANA GOMES RODRIGUES;992;992;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS VISÃO MULTI;VISÃO PREV;7,20522E+12;VISAO PREV SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;4248
2011001919;PLANO DE BENEFÍCIOS VISÃO TELEFÔNICA;ATIVO;Patrocinado;Contribuição Definida;LC 109;72;A duração do passivo é de 5,9752 anos (72 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-07-31 00:00:00.0000000;;NULL;1;6263296864.60;0.00;2024-03-21 00:00:00.0000000;NULL;ADRIANA GOMES RODRIGUES;992;992;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS VISÃO TELEFÔNICA;VISÃO PREV;7,20522E+12;VISAO PREV SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;4248
2010002474;PLANO COPASA SALDADO;ATIVO;Patrocinado;Benefício Definido;LC 108/109;119;Duration calculada considerando o fluxo de benefícios da avaliação atuarial de 31/12/2023 no sistema Venturo, divulgado na página da Previc, conforme a legislação em vigor.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;;NULL;1;1139366856.80;-92869222.61;2024-03-21 00:00:00.0000000;NULL;JORGE JOAO DA SILVEIRA SOBRINHO;920;920;MERCER HUMAN RESOURCE CONSULTING LTDA.;PLANO COPASA SALDADO;FUNDAÇÃO LIBERTAS;2,01195E+13;FUNDACAO LIBERTAS DE SEGURIDADE SOCIAL;2231
1986000192;BD;ATIVO;Patrocinado;Benefício Definido;LC 109;105;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;200837960.69;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;BENEFÍCIO DEFINIDO;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
1996002211;BD EQUATORIAL ALAGOAS;ATIVO;Patrocinado;Benefício Definido;LC 109;111;"A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.	";1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;189083955.69;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIO DEFINIDO EQUATORIAL ALAGOAS;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
1997000474;PLANO EQUATORIAL BD;ATIVO;Patrocinado;Benefício Definido;LC 109;102;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;323591765.42;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS EQUATORIAL BD;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
2000000411;CELPA - OP;ATIVO;Patrocinado;Contribuição Variável;LC 109;120;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;6623598.16;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS CELPA - OP;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
2008000974;CD EQUATORIAL ALAGOAS;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;Duração do passivo considerada é de 10 anos, em conformidade com o estabelecido no §1º do art. 52º da Resolução Previc n° 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;242630013.55;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO DEFINIDA EQUATORIAL ALAGOAS;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
2009003292;CV EQUATORIAL PIAUÍ;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;287;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;45367909.49;0.00;2024-03-21 00:00:00.0000000;NULL;FABRIZIO KRAPF COSTA                                                  ;203.93239.83-1;2481;todo;PLANO DE BENEFÍCIOS DE CONTRIBUIÇÃO VARIÁVEL EQUATORIAL PIAUÍ;EQTPREV;7,00915E+12;EQTPREV - EQUATORIAL ENERGIA FUNDACAO DE PREVIDENCIA;1434
2011000556;PRECE-CV;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;94;A duration do passivo foi apurada conforme os critérios definidos na Resolução CNPC nº 30/2018 e em conformidade com as disposições contidas na Resolução Previc nº 23/2023.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-11-30 00:00:00.0000000;;NULL;1;1521555664.36;0.00;2024-03-21 00:00:00.0000000;NULL;SERGIO RANGEL GUIMARAES;MIBA743;743;todo;PLANO DE BENEFICIO PRECE-CV;PRECE;3,00307E+13;PRECE - PREVIDENCIA COMPLEMENTAR;713
2008004392;PCD - FUNASA;ATIVO;Patrocinado;Contribuição Definida;LC 109;120;A duração do passivo do Plano é calculada conforme a legislação e representa a média dos prazos dos fluxos anuais de pagamentos de benefícios líquidos, ponderados pelo valor presente desses. Tendo em vista a característica de Plano de Contribuição Definida, a duração para o Plano PCD é de dez anos, conforme especificado na legislação Portanto a duração do passivo do plano é de 10 anos.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;0;NULL;1;800588.25;0.00;2024-03-21 00:00:00.0000000;NULL;NEWTON CEZAR CONDE;549;549;CONDE CONSULTORIA ATUARIAL LTDA;PLANO DE BENEFÍCIOS PCD FUNASA;ENERGISAPREV;6,05645E+12;ENERGISAPREV - FUNDACAO ENERGISA DE PREVIDENCIA;4131
2005006483;PROCEMPA PREV;ATIVO;Patrocinado;Contribuição Variável;LC 108/109;115;Calcula conforme legislação vigente e enviado a Previc em seu sítio.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-10-31 00:00:00.0000000;não se aplica;NULL;1;127112738.44;0.00;2024-03-21 00:00:00.0000000;NULL;LEANDRO NICOLAU DO CARMO LIMA;1488;1.488;todo;PLANO DE BENEFÍCIOS PROCEMPA PREV;BB PREVIDENCIA;5,44659E+11;BB-PREVIDENCIA FUNDO DE PENSAO BANCO DO BRASIL;3188
1989001629;PLANO MOBIL I;ATIVO;Patrocinado;Contribuição Variável;LC 109;68;A duração do passivo é de 5,6404 anos (68 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Instrução Normativa nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;10056651.25;0.00;2024-03-22 00:00:00.0000000;NULL;FELIPE REIS DE MIRANDA;3241;3241;TOWERS WATSON CONSULTORIA LTDA;PLANO MOBIL I;PREVIDEXXONMOBIL;1,05359E+13;PREVIDEXXONMOBIL - SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;4594
2009003683;PLANO DE BENEFÍCIOS EXXONMOBIL I;ATIVO;Patrocinado;Benefício Definido;LC 109;218;A duração do passivo é de 18,1492 anos (218 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site da Previc.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;618167203.53;0.00;2024-03-22 00:00:00.0000000;NULL;FELIPE REIS DE MIRANDA;3241;3241;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS EXXONMOBIL I;PREVIDEXXONMOBIL;1,05359E+13;PREVIDEXXONMOBIL - SOCIEDADE DE PREVIDENCIA COMPLEMENTAR;4594
1988002011;PBPI;ATIVO;Patrocinado;Benefício Definido;LC 109;122;A duração do passivo é de 10,1854 anos (122 meses) e foi apurada com base nos resultados desta avaliação atuarial adotando a metodologia definida pela Previc na Resolução Previc nº 23, de 14/08/2023, após preenchimento, pela Entidade, dos fluxos de pagamentos de benefícios do plano, líquidos de contribuições incidentes sobre esses benefícios, no Sistema Venturo do site daPrevic.;1;Completa;2;2023-12-31 00:00:00.0000000;2023-08-31 00:00:00.0000000;;NULL;1;579630522.96;0.00;2024-03-22 00:00:00.0000000;NULL;CARLA MARIA SEABRA ASSUNÇAO LOBIANCO ;842;842;TOWERS WATSON CONSULTORIA LTDA;PLANO DE BENEFÍCIOS PREVIDENCIÁRIO I;GERDAU;9,23268E+13;GERDAU - SOCIEDADE DE PREVIDENCIA PRIVADA;2302
