ID_GRUPO_CUSTEIO_DA;ID_GRUPO_CUSTEIO;NU_MATRICULA_EFPC;ID_DEMONSTRACAO_ATUARIAL;NU_CNPB_PLANO_DA;QT_PARTICIPANTES_ATIVOS;VL_FOLHA_SALARIO;QT_MESES_CONTRIBUICAO;QT_MESES_APOSENTADORIA;NU_GRUPO_CUSTEIO;NM_GRUPO_CUSTEIO
31034;892;1345;2690635;1980002347;0;0;0;0;1;Unico
30106;893;1482;2657511;2000004083;474;2922035.89;58;192;1;Sindusprev
30358;894;2811;2672456;1993002774;3453;231238349.4;148;173;1;CPPREV
30362;895;2292;2672468;1990002129;152;7208182;360;36;1;Arcelormittal Brasil
30104;896;1482;2657487;2002001618;757;4129914.64;128;162;1;Veraprev
30645;897;1239;2683087;1979003092;56;0;352;28;1;BSPS
30019;898;2066;2652576;1974000192;8343;59464966.79;110;176;1;ULTRAPREV
30172;899;1434;2661461;2008000974;344;26755880.3;157;148;1;FACEAL CD Nº 001
30999;901;3945;2689651;1999002318;362;981497.16;254;44;1;Pfizer
30997;902;3945;2689651;1999002318;1437;301103043.8;111;131;2;Wyeth
31038;904;1821;2692079;1980002274;799;9585705.68;192;144;1;Cosan
30481;905;731;2677573;1982002956;0;0;0;0;2;Symrise
30189;906;3438;2662239;1999001011;3080;95895819;120;228;1;Springer
30344;907;4443;2672430;1988000947;0;0;0;0;1;Plano 1
30600;909;3602;2683028;2009000511;4838;246916608.1;168;144;1;Plano II
30532;910;3126;2679021;2006003811;0;0;0;0;1;CISPER
30601;912;3602;2682848;2011001692;37521;1243962886;54;293;1;Plano III
30062;913;984;2655347;1981000992;0;0;0;0;1;PB 001
30727;915;2172;2685013;1988003229;179;0;292;101;1;Previcoke
30333;919;2556;2670962;1993000119;1256;156121541.6;347;29;1;PB I
31228;920;93;2732766;1994000619;0;0;0;0;3;Santander Corretora
31227;921;93;2732766;1994000619;6;0;336;60;4;Cabesp
30636;922;1239;2683074;1979002983;53;14402937.64;356;36;1;BSPS
30732;924;881;2685032;2000003974;237;12158606.07;432;2;1;Plano CENTRAL
30334;925;2556;2670964;1998007618;6669;829383341.1;158;179;1;PB II
30528;928;3126;2679013;1999002611;222;51668266;123;168;1;CETIP
30733;932;881;2685035;2002001065;190;12795024.06;383;13;1;Plano METROFOR
31213;933;3006;2727356;1994002174;4;1856697.84;282;84;1;Plano Básico
30315;935;3928;2670353;1999001265;6804;254528531.8;81;172;1;Avonprev
31012;937;2172;2690143;2005005592;653;120076969.9;132;151;1;Plano CD
30696;938;1972;2683161;2005001783;1628;302398273;96;236;1;MultiFlex
30617;940;2525;2683054;1979004511;128;22100869.83;161;164;1;CGTEE
29994;944;4221;2601648;2006004247;725;0;127;140;1;Plano ACPrev
30519;945;3126;2678983;2008000192;1529;224127532.8;120;288;1;FMC Tech
31041;946;4461;2692042;2006005065;17545;0;91;320;1;PBPA
30123;947;611;2659413;2009002865;9757;1073758031;324;132;1;Itaubanco CD
30533;948;3126;2679023;2006003747;25;1512213.76;186;158;1;Mineração Descalvado
30734;949;881;2685038;2008001619;75;4610638.5;368;16;1;Plano CTS
30445;950;1482;2677440;1993002911;773;4435268;180;156;1;PREVMETAL
30261;951;3099;2666871;1994003065;0;0;0;0;1;Sistema Firjan
30208;952;611;2662671;2010004418;423;51012473.28;132;180;1;Previdencia Redecard
30055;954;1537;2653416;1988000165;2;0;144;264;1;Mineração Tanagra
30050;957;1537;2653416;1988000165;1436;95348758.2;132;228;4;Anglo American
30051;958;1537;2653416;1988000165;8;1502565.96;108;204;5;Fundambras
30054;961;1537;2653416;1988000165;2549;249144772.3;72;264;8;Minério de Ferro
30906;965;3527;2688330;1996002619;1275;207454267.3;170;98;1;HPE
30804;966;2258;2684779;1995003174;555;105881768.9;95;229;1;GIVAUDAN
31219;967;93;2727360;2000002692;0;0;0;0;2;Santander Serviços
31218;968;93;2727360;2000002692;2;0;252;72;3;Santander Corretora
31217;969;93;2727360;2000002692;122;11367657.73;132;192;4;Cabesp
31216;970;93;2727360;2000002692;75;5860363.99;96;228;5;Banesprev
30464;971;936;2677527;1990001483;2843;280374645.8;322;46;1;Grupo Único
30628;972;1239;2683068;1979002819;254;34476428.22;357;55;1;BSPS
30263;973;4248;2666894;2011001919;5706;820472003;204;108;1;Visão Telefônica
30468;974;1105;2677533;2010001265;3732;199028729;59;210;1;Plano D
30552;976;4128;2682934;1995003565;1801;56656419.95;120;156;1;Visteon
30829;977;655;2685239;2003002383;0;0;0;0;1;Nitriflex/DSM
31099;978;3825;2694892;1989001874;4112;258101558;98;303;1;Goodyear
31098;979;3825;2694892;1989001874;1159;80486469;94;239;2;Titan
30283;980;2302;2668546;1988000483;17614;1098011418;120;192;1;cd
30551;981;984;2682932;1990001629;0;0;0;0;1;FCEMG BD
30766;982;2258;2685114;1990000118;3718;222683553.4;132;252;1;Eaton
30349;984;4443;2672378;2006007165;2093;196522796.1;81;267;1;ENERGIAS DO BRASIL
30330;985;4279;2670946;2004002711;81284;0;69;242;1;Precaver
30845;987;1991;2686268;1996003119;1285;157980785.6;164;172;1;Rhodia
30258;989;1482;2665827;2008003329;308;18549375.68;85;218;1;SAE TOWERS PREV
31019;991;182;2690430;2010001419;5715;1069908742;111;214;1;GrpCusteio1
30237;993;4947;2664748;1996003747;3593;45136567.68;204;147;1;SARAHPREV
30235;994;4248;2664740;2009000838;8123;845052924;48;192;1;Visão Multi
31173;995;4311;2713019;2005002747;47;3772778.1;144;136;1;UNIPREV
30293;996;3438;2669195;2006000438;98;6528703.92;197;49;1;Grupo Kodak
30160;998;611;2661364;1997004674;1773;109709049.7;240;12;1;Itaubank
30981;1000;117;2689567;2009001338;2;601333.33;128;0;2;Banrisul Serviços
30566;1001;4621;2682826;2010005392;1428;0;98;0;1;CIADPREV
30534;1002;2561;2679025;1999000447;668;61493245.59;204;180;1;Nestlé
30188;1004;611;2662237;1990000592;26;2430598.2;288;144;1;Itaulam Suplementar
30170;1005;1434;2661453;1985000474;44;0;432;0;1;Nº002
31005;1008;3126;2690175;1993001492;1269;78160140.11;104;300;1;Essilor
30865;1010;3126;2686610;2009000447;293;31724010.11;150;143;1;Ahlstrom VCP
30057;1021;4604;2654526;2010002083;3749;319750431.4;96;252;1;PREVEME II
31175;1022;4474;2713595;2006005774;4117;0;105;249;1;RJPrev
30674;1024;984;2683139;1985001365;0;0;0;0;1;PB PIRATINI
30403;1025;1883;2675677;2006003356;4622;260921627;94;190;1;Michelin
31046;1026;4385;2692048;2005006311;211;31370806.56;102;143;1;ALBAPREV
30980;1029;117;2689567;2009001338;50;3463010.72;60;287;3;Fundação Banrisul
30977;1030;117;2689567;2009001338;90;5879875.3;82;249;4;CABERGS
30979;1031;117;2689567;2009001338;69;9933307.67;116;189;5;Agência de Fomento
31077;1032;4311;2694713;1997002256;14;0;292;36;1;UNISULPREV
30941;1033;1345;2689127;2000006965;995;126697523.8;140;88;1;Unico
30178;1039;3861;2661728;1993001719;7819;419516870;97;260;1;BUNGE - SOLIDÁRIAS
30207;1042;655;2662662;2002001911;91;13561780.31;100;181;2;PLANO IBP CD
30156;1046;655;2661203;1999003111;138;29076512.14;134;176;2;PLANO REPSOL CD
30465;1047;1105;2677529;1997003147;170;17506729.88;413;5;1;Sub Pl BD Saldado
30199;1050;691;2662441;2002004765;77942;5649934876;163;129;1;POSTALPREV
30135;1051;611;2659911;1990000347;38;3141426.24;300;120;1;Itaulam Básico
30582;1052;4635;2682995;2011000947;4720;311086039.6;48;264;1;Futura II
30549;1054;984;2682928;1985001292;0;0;0;0;1;PB USIBA
30864;1056;2258;2686713;2003003029;2571;189845123.2;83;189;1;ADP Prev
30783;1060;1924;2684734;2008003711;2124;256730996.8;102;182;1;SIEMENS LTDA
30517;1065;3126;2678979;2005005811;660;111171253;72;240;1;QUÍMICA
30575;1067;1208;2682980;1979005265;1;41436.59;508;0;1;Suplementação da M S
30640;1068;655;2683081;2002003874;0;0;0;0;1;PLANO TAPMEPREV BD
30641;1069;655;2683081;2002003874;123;6931933.97;242;58;2;PLANO TAPMEPREV CD
30177;1070;3861;2661728;1993001719;263;12525360;109;246;2;TERMAG
30992;1072;4711;2689554;2008001938;6463;0;127;143;1;Unimed-BH
30651;1073;361;2683105;1980002029;9;1383888.96;425;17;1;Plano BD
30469;1074;936;2677539;2010002156;8122;873805446.2;94;138;1;Grupo Único
30126;1075;611;2659669;1980001529;5;601590;598;0;1;Básico
30824;1076;2258;2685218;1999003829;211;38288340.72;96;216;1;Agilent
30117;1079;4831;2658577;2005005274;611;37917178.52;79;0;1;CELPOS CD
30457;1082;1554;2677493;1978000456;33;3240031.08;438;34;1;Plano Básico
30179;1083;3861;2661728;1993001719;339;16027441;108;255;3;TGG
30554;1100;1818;2682938;1997001365;210;15342954;312;84;1;PLANO BENEF. A
31210;1101;241;2721547;1979003947;19;3079653.01;415;8;1;PBDC
31174;1102;241;2713627;2010003683;615;100348165;83;161;1;MOEDAPREV
30383;1103;1571;2674767;1980001383;4;1455365.52;504;0;1;Plano BD
30923;1104;361;2688401;2001002238;438;117970024.7;449;1;1;Plano BS
30666;1106;1242;2683125;1985001683;2525;427797358;116;208;1;Pl. Suplem. Citibank
30247;1107;45;2665788;1999002474;766;53678703.52;260;64;3;Plano Beta
30922;1108;361;2688398;2001002165;3387;708796077.6;236;85;1;Plano CD
30789;1109;1924;2684734;2008003711;518;35171287.54;100;175;2;EPCOS
30955;1110;744;2689157;1986000729;6045;574584122.5;172;179;1;Robert Bosch
30948;1111;744;2689157;1986000729;8;283671.96;113;145;2;AFRB - Campinas
30947;1113;744;2689157;1986000729;2;624804.44;345;0;4;Previbosch Sociedade
30951;1114;744;2689157;1986000729;561;51141796.03;158;167;5;Bosch Rexroth
30954;1116;744;2689157;1986000729;6;270669.36;167;136;7;AFRB - Curitiba
30953;1117;744;2689157;1986000729;493;37611662.53;143;159;8;ZF Sistemas
30952;1118;744;2689157;1986000729;7;652329.34;118;150;9;Instituto R Bosch
30523;1121;3126;2679000;1994002956;1920;227855159.9;84;168;1;AZENPREV
31164;1125;4282;2710887;2004003065;11215;0;91;273;1;Plano CD
30510;1126;2071;2678803;1997003465;1;0;192;0;1;Unisys Tecnologia
30402;1128;1883;2675675;1988001056;678;46139084;326;106;1;Michelin
30513;1129;3126;2678809;2006004011;1108;162236522.1;106;248;1;SCHNEIDER
31057;1131;1818;2694257;2002000174;2227;253038583;96;240;1;PLANO BENEF. D
30124;1132;611;2659415;1979004056;2968;173441923;334;119;1;PAC
30665;1135;1242;2683125;1985001683;0;0;0;0;2;Pl.SUPLEM. CITICLUB
30576;1138;1208;2682982;1995003956;6341;454533929.6;160;145;1;Milênio
31089;1139;4042;2694797;2000004792;1479;181361925.8;126;161;1;VOITH PAPER
30787;1140;1924;2684734;2008003711;937;170291462.3;84;192;3;HEALTH CARE
31203;1141;2258;2717537;1993003811;573;109568589.1;60;228;1;Novo Nordisk Farmacê
30788;1144;1924;2684734;2008003711;268;26977866.66;104;209;6;CHEMTECH
30336;1151;2021;2671329;1979001138;12;1209702.65;295;113;1;PLANO CLT/SALDADO
30460;1152;2021;2677509;1991001274;115;17639887.85;325;69;1;PLANO RJU INV/PEN
30459;1153;2021;2677509;1991001274;5549;737391274.4;468;6;2;PLANO RJU PECULIO
30023;1155;611;2653030;1984001019;116;12132691;396;120;1;PREBEG
30604;1156;81;2683032;1998001229;1177;151003083.1;259;122;1;BANESES
30797;1157;1924;2684760;1989000347;276;17509922.43;231;184;1;SIEMENS LTDA
30796;1159;1924;2684760;1989000347;93;5905014.44;261;180;2;EPCOS
30798;1160;1924;2684760;1989000347;40;11040677.31;234;179;3;HEALTH CARE
30152;1165;655;2661195;2009000692;11;0;136;114;1;Fenajprev
30384;1167;1571;2674773;1996000365;6593;1009542915;132;228;1;Plano CD
30934;1168;655;2688810;2003002618;2;261571.96;462;0;1;Ultrafértil
30740;1169;2258;2684387;2007003211;1105;83406229.44;97;224;1;todos
30715;1171;1969;2684895;1999004019;3430;265098658;122;167;1;Grupo White
30714;1173;1969;2684895;1999004019;70;6000543;116;102;2;Grupo Graftech
30777;1174;1924;2685129;1989000274;260;25197292;224;182;1;SIEMENS LTDA
30776;1175;1924;2685129;1989000274;205;9190302;254;185;2;EPCOS
30773;1176;1924;2685129;1989000274;49;10079130;233;184;3;HEALTH CARE
30846;1182;936;2686279;1998003256;853;98614909.08;153;34;1;Grupo Único
31082;1184;1198;2694873;1998003019;4032;289440683.6;89;221;1;Plano CV
30830;1185;655;2685243;2003002456;28;4383969.17;444;4;1;Lanxess
30767;1188;2258;2685117;1995000183;434;37297393.68;120;156;1;Plano de Benefícios
31037;1190;4683;2692075;1990001165;2646;766152133.9;486;0;1;Todos PPF
30561;1195;4217;2682818;2010004183;39;0;120;243;1;PrevTran
31101;1205;3825;2694898;1993001638;5539;204309285.1;60;324;1;HERINGPREV
31104;1218;3825;2694902;1994000783;19;529031.62;156;204;1;LUBRIZOL PREV
30444;1222;1482;2676327;1998004392;871;34978472.64;252;144;1;SGA-PREV
30094;1224;1482;2656177;2005001074;41;2877544.39;27;7;1;BD Invista
30709;1225;1482;2684873;1995000892;214;14274679.68;116;179;1;ARCH
30097;1226;1482;2656193;2009001818;230;24750282;64;161;1;Andritz
30918;1227;1612;2688380;1984000683;8066;1004617748;112;313;1;Grupo de custeio 1
30599;1228;3602;2683026;1979000638;5818;367404575;312;60;1;Grupo de custeio 1
30736;1232;2258;2685047;2000004474;4905;253204231;129;197;1;45.039.237/0001-14
30909;1242;2841;2688355;1993003592;4;789776.91;319;24;1;Plano de Custeio I
30907;1243;2841;2688336;2005004529;777;0;201;69;1;Plano de Custeio II
31081;1244;2841;2694777;2005004611;2231;406938271.1;150;102;1;Plano de Custeio III
30284;1247;2302;2668550;1988000319;407;18188252;252;120;1;Plano Aposentadoria
30803;1248;2258;2685165;1996002465;1165;121280341.9;130;188;1;EMBAIXADA DOS EUA
30759;1249;2258;2685098;2006001647;6212;343660303.1;84;264;1;Kraft Foods Brasil
31092;1251;3825;2694883;2001001118;814;74407166.88;156;192;1;Arm Prev
30507;1254;3099;2678797;1994004411;0;0;0;0;1;SEBRAE/RJ
30241;1255;3438;2665756;2001002092;537;34221476.12;129;284;1;Starret
30262;1256;3099;2666879;1997000318;1;0;300;0;1;SESC - ARRJ
30735;1258;2258;2685043;1993002847;210;29822313.56;121;168;1;61.741.690/0001-24
30083;1260;1482;2655978;2010004965;192;17225067.34;84;216;1;PETROCOQUE II
30456;1262;1482;2677481;2011001129;1160;129067120.2;47;229;1;UNIGEL PREV
31166;1263;3825;2710923;2004000211;274;22487519.6;132;48;1;CESAMA
30271;1265;4831;2667549;1981000283;81;3401362.09;401;17;1;PLANO BD
31157;1266;1171;2709207;1981001492;96;15068004.51;493;0;1;Plano BD
31100;1269;3825;2694894;1988003318;20;0;0;0;1;GRACE PREV
31236;1270;14;2757040;1980000883;41;3359056.09;166;226;3;PLANO BD
30477;1272;3438;2677563;1999001729;4493;210746866;95;291;1;AJINOMOTO
30581;1274;2191;2682991;1992000719;2106;205797896;107;183;1;Comp. Metalurgia
30976;1278;2258;2689560;1992000565;171;36464955.84;78;236;1;PLANO DE APOSENTADOR
30112;1279;4831;2657808;1998003647;2400;170580055.6;93;0;4;COELBA E FAELBA
31127;1280;3825;2694918;2007003619;1147;207394686.5;96;84;1;PREVINOKIA-SIEMENS
30755;1281;2258;2685090;2001000618;38;0;228;12;1;CHEMPREV
31056;1284;4412;2692410;2006001329;7391;0;82;168;1;PBPA
30366;1286;2854;2672418;2011000319;450;39795107.5;204;67;1;MAISPREV
30957;1287;1081;2689165;2002001456;1630;234924933.8;177;193;1;CEEEPREV
30891;1288;2213;2688309;1991002483;481;15213700.68;111;166;1;Parex
30895;1291;2213;2688309;1991002483;2318;87357242.64;119;156;4;Lafarge Brasil
30975;1292;4039;2689556;2000004229;6896;443357987;45;352;1;KPMG
30313;1293;3887;2670331;1999004965;1188;179872197;142;190;1;Plano Benef. POUPREV
30122;1294;611;2659411;1997004038;5404;638571114;206;56;1;Futuro Inteligente
30138;1295;611;2659923;2009002547;2413;121640967;204;204;1;Itaú BD
30269;1299;3126;2667509;2006001183;1240;90908887.29;120;216;1;Plano Alstom
30944;1300;2258;2689145;1993000992;276;65712278;107;217;1;Plano Deutsche Bank
30033;1304;2909;2653077;1993003411;141;34343734.62;87;167;1;GENERAL ELECTRIC DO
30110;1305;3839;2657801;1998004929;10471;771919164.1;144;257;1;PREVIHONDA
30968;1306;1136;2689224;1980001911;73;7519770;430;67;1;BANDEPREV PLANO BAS
30508;1308;3099;2678799;1996002392;0;0;0;0;1;SENAC/ARRJ
30045;1309;1537;2653412;1980001774;2;0;144;264;1;Mineração Tanagra
30162;1311;611;2661425;2009002611;905;76490545;204;180;1;Itaú CD
30115;1313;1482;2657961;1993001565;85;8422050.89;134;133;1;TAP-AIR
31102;1316;3825;2694900;2005004774;7316;470684218;84;288;1;John Deere
30970;1319;1136;2689232;1998005992;0;0;0;0;1;PLANO ESPECIAL 1
30724;1321;285;2684949;1979001774;1064;1850604.47;0;1;1;Plano I e II
30548;1322;3407;2680798;1995003247;1573;170873186;159;223;1;TETRA PAK PREV
30725;1323;285;2684953;1998005283;7720;831809731.4;189;132;1;Plano III
30726;1324;285;2684956;2006000756;11652;2065841935;200;0;1;Plano Pecúlio
30971;1327;1136;2689236;1998006018;0;0;0;0;1;PLANO ESPECIAL 2
30710;1330;775;2683425;2007002965;26;0;153;141;1;ASSOREL
31205;1331;2258;2718289;2007002418;90;21087336.4;134;207;1;07.437.241/0001-41
30190;1332;3438;2662243;1999001656;1179;84138146.64;98;189;1;CLFP - PPG
30772;1333;2258;2685126;1989000738;558;26263301.88;252;216;1;Cryovac Prev
30713;1334;1969;2684889;1981000356;2;390611;486;0;2;Grupo White
31036;1336;2796;2690653;1993002529;3296;258600493.3;170;222;1;Plano de Benefícios
30815;1342;2258;2685195;2005005347;47;1578480.24;276;48;1;PackPrev
31130;1343;3825;2697286;1988002192;9;0;480;0;1;PREVIDA
30365;1345;2854;2672480;1995002518;3;184575.42;264;75;1;COMCAPREV
30827;1347;2258;2685233;2008000729;273;12556103;57;115;4;Plano Veyance
30753;1350;2258;2685084;1981001565;290;11288310;141;197;1;PQ PREV
31238;1351;14;2757054;1992000174;1117;142568660.8;353;41;4;PLANO BD
30768;1352;2258;2685119;1992000492;164;2955078.48;192;204;1;Baxter BD
30049;1355;1537;2653412;1980001774;1484;103465442;132;240;4;Anglo American
30048;1356;1537;2653412;1980001774;8;1643012;108;204;5;Fundambras
30046;1359;1537;2653412;1980001774;2808;287421210;60;276;8;Minério de Ferro
31151;1363;2258;2707690;1998005356;2161;130383868.4;164;208;1;CORNPREV
30700;1365;4594;2683198;1989001629;0;0;0;0;1;Plano Mobil
30826;1377;2258;2685231;1994003138;179;35419093;168;192;1;PrevTowers
31001;1378;4711;2690123;2008002047;2084;0;96;179;1;Plano de Custeio 1
30154;1380;655;2661199;2009002792;87;0;109;141;1;PLano CRCprev
30814;1381;2258;2685191;2005005411;354;8306798.28;252;120;1;CoralPrev
30611;1382;1242;2683040;1985001519;4867;511469051;0;220;1;Pl. BÁSICO CITIBANK
30133;1386;151;2659687;1980000956;410;42910567.44;348;60;1;Benefício Definido
30134;1387;151;2659905;1996004174;8440;865309751.9;72;228;1;ContribuiçãoDefinida
30610;1392;1242;2683040;1985001519;6;64810;0;160;2;Pl. BÁSICO CITICLUB
30793;1393;3438;2685139;2002000956;1379;202353367;128;206;1;Prev-Renda
30591;1396;1804;2683016;1988001838;1695;197765085;252;192;1;PREVICAT
30159;1397;655;2661215;2008002756;314;38812454.72;101;189;1;PTAprev
30813;1398;2258;2685185;2008001792;2065;122538162.4;120;240;1;AkzoPrev
31214;1410;93;2727358;1996002856;1382;229794332.8;228;96;1;CUSTEIO PB II
30646;1411;93;2683091;1979002592;3;0;408;0;1;CUSTEIO PB I
31212;1412;93;2726636;1996002929;1716;202913409.1;228;96;1;CUSTEIO PB III
30107;1425;3839;2657553;2009001583;113;11219743.08;97;252;1;BANCO HONDA
30917;1426;2693;2688378;1993000811;3678;130969484.6;198;178;1;ABRILPREV
30529;1430;3126;2679015;1993002219;1677;158049884.9;221;240;1;MCPREV
30475;1432;3438;2677549;2010005465;8;1800993.35;269;70;1;BNY MELLON
30098;1433;1701;2656392;1999000838;1501;170323039.8;120;180;1;PREVCUMMINS
30568;1436;4131;2682960;2008004465;284;14757569.52;135;171;1;ENERGISA/INERGUS
30086;1437;3678;2656165;1999002083;0;0;0;0;2;PreviCIERGS - CD
30892;1439;2213;2688309;1991002483;539;28020638.4;98;168;9;Lafarge Sudeste
30594;1440;821;2683020;1988000238;3692;231881822.8;79;294;1;STIHL
30309;1441;3486;2670309;1996002074;2106;325119225;100;149;1;Fund Getulio Vargas
30213;1446;758;2662700;2002002411;5064;377770230.5;96;261;1;Unilever CD
31016;1448;878;2690420;1999003918;1148;115937163.7;92;251;1;RECKITT
30209;1449;758;2662696;1981001719;94;2104376.52;279;153;1;Unilever BD
31017;1454;4546;2690422;2009000919;312;64159795.7;131;62;1;CIASC
30985;1455;3472;2689597;1988001374;13346;1357892085;203;139;1;Peculio
30801;1456;2258;2685146;1998002365;574;62190925.92;137;88;1;DESERETPREV
31009;1461;121;2690179;1986000265;30;3301420.46;429;0;1;Básico
30504;1463;3126;2678791;1997000938;1097;92217655.95;106;235;1;AESPM
31158;1464;1171;2709211;2000008429;28;4200173.39;259;0;1;Plano Misto
30398;1465;3411;2675673;2006000292;676;113458534.5;210;163;1;Plano Mais Vida Prev
30620;1466;3592;2683060;2006005911;4658;411314728;96;228;1;Procter & Gamble
31155;1467;2258;2707700;1996001329;29;4211538.48;51;191;1;Watson Marlow
30661;1468;984;2683117;2000007783;331;21808202.52;108;156;1;FCEMG-Misto
30694;1471;1729;2683155;1990001092;1484;147227191;125;175;1;Dow Brasil S/A
30693;1472;1729;2683155;1990001092;421;57726453;122;173;2;Dow Brasil Sudeste
31156;1479;3575;2709070;1996004247;680;8018690.84;146;213;2;CARBOPREV
31149;1480;2258;2707678;2000004156;314;22452744;139;190;1;ESPN
31010;1481;121;2690181;1998003711;178;6972296.08;0;0;1;Misto I
30770;1482;2258;2685123;1989000118;148;20915948.82;131;175;1;Grupo Castrol
30771;1483;2258;2685123;1989000118;58;8180392.48;122;160;2;Grupo Air BP
30769;1484;2258;2685123;1989000118;86;18754582.73;121;152;3;Grupo BP Energy
30928;1486;3472;2688798;1984001183;1269;181813816.7;110;170;1;MAN
30988;1488;2258;2689619;2000006019;113;10096981.57;118;227;1;TFLPREV
30428;1489;2511;2676265;1992001529;24531;1998668916;176;174;1;SANTANDERPREVI
30487;1490;1691;2677589;2006001011;116;17160384.84;137;152;1;PREVCHEVRON
30505;1491;3126;2678795;2001001983;450;18724317.24;98;228;1;Campari - Suplementa
30506;1493;3126;2678795;2001001983;0;0;0;0;2;Campari Suplementar
30161;1494;1482;2661374;2005005665;353;3533566.42;124;174;1;PHIBRO PREV
30099;1497;1482;2657001;2008002438;55;2947000;95;220;1;CSI
30806;1502;1763;2685173;1990000819;4180;237515869.3;84;252;5;Dana Indústrias
30451;1504;1482;2677465;1987000838;0;2685497.62;0;0;1;COATS BD
30872;1505;237;2686733;1979000565;0;0;0;0;2;Embrater Basico
30702;1507;4594;2683200;2009003683;80;12827025.6;168;192;1;EMQL
30701;1508;4594;2683200;2009003683;1945;226475673.1;84;288;2;BSC
30805;1509;2258;2685169;1999000765;72;7710947;156;228;1;Custeio Infineum
30921;1510;2721;2688392;2004002018;14618;460756881.6;103;232;1;Grupo Prev Pepsico
30565;1511;4621;2682824;2010002318;111;0;61;148;1;SUL PREVIDÊNCIA
31128;1513;3825;2694920;1999005074;1474;63541812.1;144;192;1;TEXTIL PREV
31154;1514;2258;2707700;1996001329;244;22495673.4;88;166;2;Spirax Sarco
30940;1515;2258;2689111;2010001338;106;6154411;53;262;1;PLANO MJN PREV
30749;1517;2258;2685074;2006000683;566;90297505.87;72;156;1;BMSPREV
30897;1518;271;2688231;2008002111;43;4381319.15;89;168;1;Grupo de custeio 02
30381;1520;4652;2674528;2010004329;253;0;84;96;1;ABESPREV
30743;1522;2258;2685061;2007003465;4;616884.48;61;209;2;GÁS NATURAL DO BRASI
30741;1523;2258;2685061;2007003465;26;2131595.52;108;206;3;GÁS NATURAL SERVIÇOS
30744;1524;2258;2685061;2007003465;24;2529041.64;128;185;4;GÁS NATURAL SP SUL
30752;1525;2258;2685080;1996000829;1488;358612897;72;216;1;JPMORGANCHASE
30742;1526;2258;2685061;2007003465;308;29728413.48;100;187;5;CEG - RJ
30108;1527;971;2657555;2000006711;18569;389894441;81;318;1;Alpargatas
30498;1530;182;2678775;1967000174;1055;287257.79;346;23;2;Plano BD
30024;1537;2909;2653077;1993003411;2;695761.69;104;185;5;GE SUPPLY
30560;1538;4131;2682952;2002000247;20;747593;155;191;1;Plano II
30027;1540;2909;2653077;1993003411;1656;137314462.1;109;178;6;GE CELMA
30605;1542;1359;2683034;1991002165;1245;168092539;195;146;1;Ericsson/Coop./Previ
31126;1543;3825;2694916;1988002265;793;39122569;84;180;1;PM PREV
30031;1546;2909;2653077;1993003411;361;48041051.11;80;170;8;GEVISA
30040;1548;2909;2653077;1993003411;985;187289473.8;83;188;9;HEALTHCARE BRASIL
30029;1552;2909;2653077;1993003411;615;93022768.54;60;180;12;UNIVERSAL STU. INT.
30570;1558;4131;2682964;2008004538;275;2752176;252;144;1;ENERGISA/INERGUS
30667;1559;3037;2683127;1994001119;545;63646472;111;228;1;LILLYPREV
30916;1560;4529;2688375;2008002365;1255;57970932.1;193;172;1;CASAN
30606;1562;1359;2683034;1991002165;109;12367623.96;188;161;3;Venturus
30748;1564;2258;2685072;2008000338;54;9611035.2;67;201;1;AMERICAN EXPRESS
31064;1565;1451;2694642;1979001618;488;135424377.7;179;169;1;PLANO DE CUSTEIO PPC
31170;1567;1451;2712790;2006002929;894;0;116;0;1;P.CUSTEIO FIPECqPREV
31123;1580;3825;2694910;1998004619;253;11525352.8;216;48;1;METRO RIO I
30488;1583;31;2677593;1988003156;2439;215242611;100;224;1;Alcoa Alumínio S.A.
30490;1584;31;2677593;1988003156;576;57512577;89;250;2;Alcoa World Alumina
30489;1585;31;2677593;1988003156;14;1502696;105;253;3;Comp, Geral de Minas
30038;1587;2909;2653077;1993003411;546;91074176.31;61;208;15;GE BETZ
31177;1589;1852;2716244;1985001047;15284;1397144780;13;168;1;PREVI-GM
31289;1589;1852;3096690;1985001047;15284;1397144780;13;168;1;PREVI-GM
31032;1590;3188;2690625;1994002565;33;11597729.13;333;86;1;Plano de Benefícios
30363;1591;2292;2672470;1998002756;3997;326437562;156;228;1;Patrocinadoras
30526;1592;3126;2679009;2008001229;2371;199042793.4;96;185;1;CD TOKIO MARINE
30166;1593;1482;2661436;1996002538;85;464920.82;148;139;1;FIA
30453;1595;1482;2677473;1997001111;1233;122647852.2;138;190;1;Boehringer
30847;1598;4649;2688194;2010003756;4113;370314928;101;274;1;Patrocinadoras TP
30382;1600;4652;2674539;2010004574;10500;0;120;0;1;BANESMUTUO
30036;1601;2909;2653077;1993003411;1;1295316.88;42;157;16;GECAS DO BRASIL
30454;1602;1482;2677473;1997001111;103;3978383.37;173;169;2;Solana
30607;1607;1359;2683036;1991002238;1165;148792419.1;194;85;1;Ericsson/Coop./Previ
30608;1609;1359;2683036;1991002238;85;11414369.16;189;85;3;Venturus
30286;1612;895;2669160;1985000792;349;80773099.55;393;15;1;Plano Benefícios 01
30695;1614;1314;2683157;1985000156;149;10662939;336;84;1;DUPREV BD
30252;1615;1482;2665813;2011000238;68;1979649.62;171;110;1;NTNPREV
