NU_CNPB_PLANO_DA;ID_BENEFICIO_DA;NM_BENEFICIO_DA;IN_PROGRAMADO;NM_REGIME_FINANCEIRO;NM_METODO_FINANCIAMENTO;TE_REGRA_NIVEL_BASICO;IN_AGREGACAO
1985000156;113899;APOSENTADORIA POR INVALIDEZ TOTAL;0;Capitalização;CRÉDITO UNITÁRIO;"O VALOR MENSAL DO BENEFÍCIO DE APOSENTADORIA POR INVALIDEZ TOTAL SERÁ DE 1 2/3% (UM INTEIRO E DOIS TERÇOS POR CENTO) DO SALÁRIO REAL DE BENEFÍCIO POR ANO DE SERVIÇO CREDITADO APLICÁVEL, MENOS
1/35 (UM TRINTA E CINCO AVOS) DO BENEFÍCIO PREVIDENCIÁRIO POR ANO DE SERVIÇO CREDITADO APLICÁVEL, NA DATA DO TÉRMINO DO VÍNCULO EMPREGATÍCIO, ATÉ O MÁXIMO DE 35 (TRINTA E CINCO) ANOS.";0
1981001719;111622;APOSENTADORIA POR INVALIDEZ TOTAL;0;Capitalização;CRÉDITO UNITÁRIO;O BENEFÍCIO A SER PAGO A TITULO DE APOSENTADORIA POR INVALIDEZ TOTAL SERÁ AQUELE PREVISTO NO ITEM 5.1.2, DESTE REGULAMENTO, EM FUNÇÃO DO SALDAMENTO DOS BENEFÍCIOS DO PLANO.;0
2009003292;111466;APOSENTADORIA POR INVALIDEZ TOTAL  E PERMANENTE;0;Capitalização;CAPITALIZAÇÃO FINANCEIRA;SERÁ CALCULADO ATUARIALMETNE EM QUOTAS COM BASE, DENTRE OUTROS PARÂMETROS, NO SALDO DA CONTA INDIVIDUAL EXISTENTE NA DATA DA INVALIDEZ, ACRESCIDO ESSE SALDO DOS RECURSOS PROVENIENTES DO CORRESPONDENTE PECÚLIO POR INVALIDEZ, DESDOBRANDO-SE  O BENEFÍCIO EM DUAS FASES, A DE RENDAS A PRAZO CERTO POR INVALIDEZ E A DE RENDAS VITALICIAS DE APOSENTADORIA POR INVALIDEZ.;0
2005006165;111482;APOSENTADORIA POR INVALIDEZ TOTAL E PERMANENTE;0;Capitalização;SISTEMA MISTO;CONVERSÃO DE 100% DO SALDO DE CONTA + SALDO DE CONTA PROJETADO EM RENDA MENSAL;0
1998002756;112357;APOSENTADORIA POR INVALIDEZ TOTAL E PERMANENTE;0;Capitalização;AGREGADO;"BENEFÍCIO = (70% X SRB - INSS)
SRB = SALÁRIO REAL DE BENEFÍCIO = MÉDIA DOS 24 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO.
OU
BENEFÍCIO = RESERVA MATEMÁTICA DE BENEFÍCIO A CONCEDER DA APOSENTADORIA POR INVALIDEZ
PARTIC ATIVO - SIT NORMAL RESERVA MATEMÁTICA DE BENEFÍCIO A CONCEDER DA APOSENTADORIA POR INVALIDEZ PARA FINS DE CÁLCULO DO BENEFÍCIO NA FORMA DE PAGTO ÚNICO OU RENDA FINANCEIRA CORRESP AO VALOR ATUARIALMENTE EQUIVALENTE DO BENEF DE APOS INV. O VALOR ATUARIALMENTE EQUIVALENTE DO BENEF DE APOS INV NÃO PODERÁ SER INFERIOR À RESERVA MATEMÁTICA PROGRAMADA DE BENEFÍCIOS A CONCEDER, EXCLUÍDAS AS CONTRIBUIÇÕES SUPLEMENTARES E EVENTUAIS RECURSOS PORTADOS PARA O PLANO
PARTIC ATIVO - SIT ESPECIAL ANTES DA ELEGIBILIDADE APOS NORMAL PAGTO ÚNICO DO VLR DA RESERVA MATEMÁTICA DE BENEFÍCIO A CONCEDER";0
2006005383;111444;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;IDADE DE ENTRADA;"P%XSPXMAX(30;MIN((S X 16,667 + 13,333);80))/100

P% - PERCENTUAL DEFINIDO EM FUNÇÃO DO TEMPO DE VINCULAÇÃO AO RGPS.
SP = SALÁRIO DE PARTICIPAÇÃO
S = MIN(SP/UR;21,39648)
UR = UNIDADE DE REFERÊNCIA";0
1979004765;113827;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;CRÉDITO UNITÁRIO PROJETADO;"POS TEMPO CONTRIBUIÇÃO = MAIOR{[((SRB X PERC1) - BENEFINSS(*))X PERC2];(SRB X 0,10)} SRB: A) PARA OS BENEFÍCIOS INICIADOS ATÉ A DATA DE 16-06-2015: A MÉDIA ARITMÉTICA SIMPLES DOS 12 (DOZE) ÚLTIMOS SALÁRIOS-DE-PARTICIPAÇÃO, ANTERIORES AO MÊS DA CONCESSÃO DO BENEFÍCIO, CORRIGIDOS NA FORMA DO ART. 29; B) PARA OS BENEFÍCIOS INICIADOS A PARTIR DA DATA DE 17-06-2015: A MÉDIA ARITMÉTICA SIMPLES DOS 36 (TRINTA E SEIS) ÚLTIMOS SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DA CONCESSÃO DO BENEFÍCIO, CORRIGIDOS PELA VARIAÇÃO ACUMULADA DO INPC, OBSERVADA ENTRE O MÊS DE REFERÊNCIA E O MÊS IMEDIATAMENTE ANTERIOR AO DA CONCESSÃO DO BENEFÍCIO...
BENEFINSS(*)=BENEFÍCIO DO RGPS CALCULADO DE ACORDO COM REGRAS VIGENTES ATÉ EMENDA CONSTITUCIONAL N. 20/98. PERC1 = MENOR{0,80 + 0,03X[MENOR(TS,TV)-30],1} PARA HOMENS; PERC1=MENOR{0,80 + 0,03 X [MENOR(TS,TV)-25],1} PARA MULHERES;PERC2=MENOR(1,TV/30) PARA HOMENS; PERC2=MENOR(1,TV/25) PARA MULHERES.
TS.; TV; AS FORMULAS VARIAM DE ACORDO COM  DTA.INSCR.NO PLANO";0
1998001474;113447;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;AGREGADO;35% * SRB * PROP = O BENEFÍCIO CORRESPONDE A 35% DA MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO ANTERIORES AO DO MÊS EM QUE FOR ASSEGURADA A CONCESSÃO DO BENEFÍCIO PELA CBS PREVIDÊNCIA, ATUALIZADOS PELAS CORREÇÕES SALARIAIS GERAIS E UNIFORMES DO PATROCINADOR A QUAL SE ENCONTRAR VINCULADO O PARTICIPANTE. O BENEFÍCIO SERÁ CALCULADO DE FORMA PROPORCIONAL, EQUIVALENDO CADA MÊS DE CONTRIBUIÇÃO PARA A CBS, INCLUSIVE AQUELAS INDENIZADAS A TÍTULO DE JÓIA, A 1/360 (UM TREZENTOS E SESSENTA AVOS) DO BENEFÍCIO, ATÉ O LIMITE MÁXIMO DE 360/360 (TREZENTOS E SESSENTA TREZENTOS E SESSENTA AVOS).;0
1972000111;112559;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;AGREGADO;O BENEFÍCIO DE APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO CONSISTIRÁ DE UMA RENDA MENSAL VITALÍCIA CORRESPONDENTE À DIFERENÇA ENTRE O SALÁRIO-REAL-DE-BENEFÍCIO E O BENEFÍCIO PREVIDENCIÁRIO.;0
1978000456;112776;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;AGREGADO;PRESTAÇÃO PREVIDENCIÁRIA CORRESPONDENTE AO EXCESSO DO SALÁRIO-REAL-DE-BENEFÍCIO (SRB) SOBRE O VALOR DO BENEFÍCIO DA APOSENTADORIA CONCEDIDA PELA PREVIDÊNCIA SOCIAL (INSS), REAL OU HIPOTÉTICO, CONFORME O CASO, E SERÁ ACRESCIDO DO ABONO DE APOSENTADORIA QUANDO O BENEFÍCIO FOR CONCEDIDO APÓS 30 (TRINTA) ANOS DE CONTRIBUIÇÃO PARA O REGIME GERAL DE PREVIDÊNCIA SOCIAL (RGPS), RESPEITANDO-SE, NO QUE COUBER, O VALOR MÍNIMO DO BENEFÍCIO INICIAL. O ABONO EQUIVALE A 20% (VINTE POR CENTO) DO SRB, LIMITADO A 20% (VINTE POR CENTO) DA MÉDIA ARITIMÉTICA SIMPLES DOS 12 (DOZE)ÚLTIMOS SALÁRIOS DE CONTRIBUIÇÃO DO INSS, ATUALIZADOS PELOS FATORES DE ATUALIZAÇÃO UTILIZADOS PELO INSS.;0
1979000247;114047;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;AGREGADO;"(SRB-BP) + ABONO
- SRB (SALÁRIO REAL DE BENEFÍCIO) - SIGNIFICARÁ A MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS-DE-CONTRIBUIÇÃO ANTERIORES A DATA DO CÁLCULO, EXCLUINDO-SE O 13º SALÁRIO, CORRIGIDOS PELO ÍNDICE DE REAJUSTE (INPC);
- BP - BENEFÍCIO PREVIDENCIÁRIO;
- ABONO - VALOR PAGO AOS PARTICIPANTES COM MAIS DE 30 ANOS DE VINCULAÇÃO AO INSS, EQUIVALENTE A 20% DO SALÁRIO-DE-BENEFÍCIO DEFINIDO NA LEGISLAÇÃO DA PREVIDÊNCIA SOCIAL.
O BENEFÍCIO CALCULADO NA FORMA ACIMA NÃO PODERÁ SER INFERIOR A 10% DO SB (SALÁRIO DE BENEFÍCIO DEFINIDO PELA PREVIDÊNCIA OFICIAL).";0
1981001174;114796;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO;1;Capitalização;AGREGADO;%(MÉDIA ÚLTIMOS 36 SALÁRIOS DE CONTRIBUIÇÃO - INSS);0
1979003874;112788;APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO DA PESSOA COM DEFICIÊNCIA;0;Capitalização;CRÉDITO UNITÁRIO PROJETADO;"A DIFERENÇA ENTRE O SALÁRIO SALÁRIO-REAL-DE-BENEFÍCIO DO PLANO E A MÉDIA DO TETO BASE FUNCORSAN, DEFINIDO NO ARTIGO 18 DO REGULAMENTO DO PLANO.
A ESTE RESULTADO SERÁ ACRESCIDO O BENEFÍCIO BASE, DEFINIDO NO § 1º DO ARTIGO 31.";0
1979000174;111015;APOSENTADORIA POR TEMPO DE SERVICO;1;Capitalização;IDADE DE ENTRADA;"(SC X FATOR) - RGPS X FATOR DE SALDAMENTO
 SC = SALÁRIO DE CONTRIBUIÇÃO
RGPS = REGIME GERAL DE PREVIDENCIA SOCIAL";0
2010004711;110890;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;CAPITALIZAÇÃO FINANCEIRA;O VALOR MENSAL DO BENEFÍCIO DE APOSENTADORIA POR TEMPO DE SERVIÇO SERÁ IGUAL A 100% (CEM POR CENTO) DA TRANSFORMAÇÃO DO SALDO DE CONTA, NA DATA DE INÍCIO.;0
1981000747;110896;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"-APOSENTADORIA POR TEMPO DE SERVIÇO CONSISTIRÁ DE UM RENDA MENSAL VITALÍCIA CORRESPONDENTE À DIFERENÇA ENTRE O VALOR DO SALÁRIO-REAL-DE-BENEFÍCIO (MÉDIA DOS 12 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO) E O VALOR DA APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO DA PREVIDÊNCIA SOCIAL, CALCULADA ESTA NA DATA DE ENTRADA DO REQUERIMENTO NA FUNDAÇÃO.
- NO CASO DE PART. NÃO FUNDADOR, O VALOR DA APOSENTADORIA SERÁ PROPORCIONAL AO TEMPO DE VINCULAÇÕA A FAPERS NA RAZÃO DE 1/25 POR ANO COMPLETO DE CONTRIBUIÇÃO.
- RENDA MÍNIMA MENSAL DEVE SER IGUAL A  25% DO REFERIDO SALÁRIO-REAL-DE-BENEFÍCIO.";0
1980000956;111379;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;CRÉDITO UNITÁRIO PROJETADO;"O VALOR INICIAL SERÁ:
I  PARA PARTICIPANTES VINCULADOS ATÉ 30/06/90:
0,04 X TV X (95% X A + 70% X B + 60% X C)  BINSS
TV  TEMPO DE VINCULAÇÃO AO INSTITUTO AMBEV, LIMITADO A 25 ANOS
A  PARTE DO SRB ATÉ 5 SU
B  PARTE DO SRB COMPREENDIDA ENTRE 5 E 10 SU
C  PARTE DO SRB EXCEDENTE A 10 SU
BINSS  BENEFÍCIO DEVIDO PELO INSS

II  PARA PARTICIPANTES VINCULADOS APÓS 30/06/90:
0,04 X TV X (5% X A + 60% X B)
TV  TEMPO DE VINCULAÇÃO AO INSTITUTO AMBEV, LIMITADO A 25 ANOS
A  PARTE DO SRB ATÉ 10SU
B  PARTE DO SRB QUE EXCEDER A 10 SU

BENEFÍCIO MÍNIMO = MÁXIMO(2 X SALDO DO PARTICIPANTE; 5 X SRB X 0,04 X TV);";0
2000001319;112168;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
1994004118;111713;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;CRÉDITO UNITÁRIO PROJETADO;"SALÁRIO REAL DE BENEFICIO (SRB)  MENOS O BENEFÍCIO DA PREVIDÊNCIA OFICIAL CALCULADO HIPOTETICAMENTE NA DATA DE INÍCIO DA SUPLEMENTAÇÃO.O VALOR INCIAL DA APOSENTADORIA NÃO PODERÁ SER INFERIOR A 15% DO SRB OU 0,5% DA RESERVA DE POUPANÇA.
SRB = 78% DA MÉDIA ARITMÉTICA SIMPLES DOS 12 ÚLTIMOS SALÁRIOS DE PARTICIPAÇÃO, CORRIGIDOS PELA VARIAÇÃO DO INPC (IBGE).";0
2000001718;111735;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA DO GRUPO PBS-TCS) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES ANO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
2000001238;111982;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
2000001092;111993;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
2002001529;112583;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"BENEFÍCIO = MÁX [(SRB - INSS); 20% SRB; PISO MÍNIMO]

O BENEFÍCIO DE COMPLEMENTAÇÃO, SOMADO AO VALOR DA APOSENTADORIA ATRIBUÍDA À PREVIDÊNCIA SOCIAL PELO PLANO, NA FORMA DISPOSTA NO ARTIGO 28 E SEUS PARÁGRAFOS, NÃO PODERÁ ULTRAPASSAR A MÉDIA DOS SALÁRIOS REAIS DE CONTRIBUIÇÃO APURADA NOS 12 (DOZE) MESES IMEDIATAMENTE ANTERIORES À DATA DE CONCESSÃO DO BENEFÍCIO, ACRESCIDA DE UMA PARCELA CORRESPONDENTE A 25% (VINTE E CINCO POR CENTO) DO VALOR DO TETO MÁXIMO DO SALÁRIO DE CONTRIBUIÇÃO PARA A PREVIDÊNCIA SOCIAL OU VALOR DA URP-BD VIGENTE À ÉPOCA DA CONCESSÃO DO BENEFÍCIO - ARTIGO 30..";0
2000001556;113395;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"A) NÍVEL BÁSCIO DO BENEFÍCIO: MAX{MAX(90%SRB-BPP;0) + ABONO; BMIN)}

ONDE:

SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DO AFASTAMENTO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORES, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;

BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU NO CASO DO AUXÍLIO-DOENÇA A 91%) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DO AFASTAMENTO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;

ABONO - EQUIVALENTE A 20% DO BPP, PARA AQUELES QUE TIVEREM 30 (TRINTA) OU MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;

BMIN - CORRESPONDE A 10% DO SRB.";0
1998001229;113588;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;CAPITALIZAÇÃO FINANCEIRA;RENDA MENSAL VITALÍCIA DE VALOR ATUARIALMENTE EQUIVALENTE A 100% DO SALDO DA CONTA DE PARTICIPANTE NA DATA DO CÁLCULO.;0
1984001183;114842;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;CAPITALIZAÇÃO FINANCEIRA;"PARTIC PODERÁ OPTAR POR RECEBER ATÉ 25% SALDO CONTA PREVIDÊNCIA INDIVIDUAL EM PAGTO ÚNICO, SENDO O SALDO REMANESCENTE TRANSF EM RENDA MENSAL DE ACORDO COM SUA OPÇÃO POR: CORRESPONDENTE A APLICAÇÃO DE 0,1%  A 1,5% SOBRE SALDO CONTA PREVIDÊNCIA INDIVIDUAL OU DEFINIDA EM REAIS, NÃO PODENDO SEU VALOR INICIAL SER INFERIOR A 0,1% NEM SUPERIOR A 1,5% APLICADO SOBRE O SALDO REMANESCENTE
PARTICIPANTE INSCRITO NO PLANO ATÉ 31/5/2014 PODERÁ OPTAR, INCLUSIVE, POR UMA RENDA MENSAL COMPOSTA DA SEGUINTE FORMA: (A) RENDA MENSAL VITALÍCIA DECORRENTE DA TRANSF VALOR SALDOS CONTAS PATROCINADORA, VOLUNTÁRIA E OBRIGATÓRIA CONSTITUIDOS ATE 31/5/2014; (B) RENDA MENSAL CORRESPONDENTE APLICAÇÃO DE 0,1% A 1,5% OU DEFINIDA EM REAIS SOBRE A SOMA DOS SALDOS DAS CONTAS PATROCINADORA, VOLUNTÁRIA E OBRIGATORIA CONSTITUIDA A PARTIR 1/6/2014 E DOS SALDOS CONTAS ESPORÁDICA E PORTABILIDADE";0
2000000983;115055;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
1991001029;115204;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;MASSA ATIVA INEXISTENTE. OS BENEFÍCIOS EM MANUTENÇÃO FORAM CONCEDIDOS COM BASE NO PLANO DE BENEFÍCIOS QUE VIGORAVA NA DATA DA CONCESSÃO.;0
2000001947;115214;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
2000000819;115227;APOSENTADORIA POR TEMPO DE SERVIÇO;1;Capitalização;AGREGADO;"MAX((90%*SRB-BPP+ABONO);BMIN)
ONDE:
SRB - SALÁRIO-REAL-DE-BENEFÍCIO, EQUIVALENTE A MÉDIA DOS 36 SALÁRIOS-DE-PARTICIPAÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, CORRIGIDOS MÊS A MÊS PELO ÍNDICE GERAL MÉDIO DE VARIAÇÃO DOS SALÁRIOS DOS EMPREGADOS DAS PATROCINADORAS, ATÉ O MÊS DE INÍCIO DO BENEFÍCIO;
BPP - BENEFÍCIO PREVIDENCIAL PADRÃO, EQUIVALENTE A 100% (OU 91% NO CASO DE AUXÍLIO-DOENÇA) DO SALÁRIO-DE-BENEFÍCIO, CORRESPONDE À MÉDIA DOS 36 SALÁRIOS DE CONTRIBUIÇÃO ANTERIORES AO MÊS DE INÍCIO DO BENEFÍCIO, ATUALIZADOS MÊS A MÊS, ATÉ O MÊS DE INÍCIO DE PAGAMENTO DO BENEFÍCIO PELO IGP-DI;
ABONO - EQUIVALENTE A 20% DO BPP,  PARA AQUELES QUE TIVEREM 30 (TRINTA) OU  MAIS ANOS DE VINCULAÇÃO À PREVIDÊNCIA SOCIAL;
BMIN - CORRESPONDE A 10% DO SRB.
HÁ REDUÇÃO EM FUNÇÃO DE ANTECIPAÇÃO DA IDADE DE 57 ANOS.";0
